player,position,age,team,game,game_started,minutes_played,fg,fga,fg_p,tri_fg,tri_fga,tri_fg_p,two_fg,two_fga,two_fg_p,efg_p,ft,fta,fta_p,orb,drb,trb,assists,steals,blocks,tov,fouls,points
Jonas Valančiūnas,C,31,NOP,44,44,26.5,5.4,9.6,0.566,0.7,1.8,0.358,4.8,7.8,0.616,0.601,2.4,3,0.805,2.6,7,9.6,2.3,0.5,1.1,1.4,3.1,14
Jarred Vanderbilt,PF,24,LAL,24,5,19.3,1.5,3.4,0.451,0.2,1,0.217,1.3,2.5,0.542,0.482,0.6,1,0.652,1.5,3.3,4.7,1.1,1,0.2,0.8,1.6,3.9
Fred VanVleet,PG,29,HOU,41,41,37.2,5.8,14.1,0.408,3,8,0.382,2.7,6.1,0.442,0.516,2.7,3.1,0.867,0.4,3.4,3.8,8.5,1.1,0.9,1.6,2.2,17.3
Devin Vassell,SG,23,SAS,39,33,31.1,6.6,14.2,0.464,2.4,6.7,0.363,4.2,7.5,0.555,0.55,2.4,2.9,0.814,0.4,3.1,3.5,3.6,1.2,0.2,1.3,1.1,18
Sasha Vezenkov,PF,28,SAC,33,0,12.7,2.2,4.8,0.456,1.1,2.9,0.375,1.1,1.9,0.581,0.57,0.2,0.3,0.7,0.9,1.7,2.6,0.4,0.5,0.2,0.3,0.9,5.7
Gabe Vincent,PG,27,LAL,5,0,25.4,2.4,6.4,0.375,0.4,3.4,0.118,2,3,0.667,0.406,0.2,0.4,0.5,0.4,0.6,1,3,1.2,0,0.4,2.4,5.4
Nikola Vučević,C,33,CHI,40,38,33.7,7.3,15.5,0.469,1.1,4.1,0.265,6.2,11.5,0.541,0.504,1.3,1.5,0.864,2.7,8,10.7,3.6,0.7,0.7,1.6,2.6,16.9
Dean Wade,PF,27,CLE,35,28,22.1,1.9,4.5,0.427,1.5,3.8,0.403,0.4,0.7,0.565,0.599,0.4,0.5,0.789,0.9,3.6,4.5,0.9,0.9,0.3,0.5,2.1,5.8
Franz Wagner,SF,22,ORL,36,36,33,7.6,16.3,0.468,1.4,4.8,0.295,6.2,11.4,0.541,0.512,4.1,4.7,0.859,1.1,4.6,5.7,3.9,1.1,0.3,1.8,2.3,20.7
Moritz Wagner,C,26,ORL,42,1,19,4.3,7.3,0.59,0.5,1.7,0.31,3.8,5.6,0.675,0.626,2.2,2.8,0.79,1.6,3,4.5,1.3,0.5,0.3,1.2,2.2,11.3
Ish Wainright,SF,29,POR,7,0,6.6,0.9,2.6,0.333,0.9,2.3,0.375,0,0.3,0,0.5,0.3,0.3,1,0,1.3,1.3,0,0.3,0.1,0.1,0.6,2.9
Jabari Walker,SF,21,POR,40,6,20.9,3.1,6.4,0.484,0.6,2,0.304,2.5,4.4,0.566,0.531,1.9,2.4,0.773,1.9,4.3,6.2,0.9,0.6,0.4,0.9,2.3,8.6
Jarace Walker,PF,20,IND,15,0,11,1.9,4.3,0.438,0.8,2,0.4,1.1,2.3,0.471,0.531,0.4,0.5,0.857,0.5,1.3,1.9,1.3,0.6,0.3,0.5,1,4.9
Lonnie Walker IV,SG,25,BRK,25,0,18.5,4.5,9.2,0.489,2.3,4.9,0.463,2.2,4.2,0.519,0.614,1.2,1.5,0.763,0.2,2.1,2.3,1.4,0.6,0.4,1.2,1.1,12.4
Cason Wallace,SG,20,OKC,44,7,21.1,2.6,5,0.514,1.1,2.6,0.422,1.5,2.4,0.613,0.624,0.5,0.5,0.833,0.6,1.6,2.3,1.4,0.7,0.5,0.5,1.7,6.8
Jordan Walsh,SF,19,BOS,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0
P.J. Washington,PF,25,CHO,36,16,28.5,4.7,10.9,0.434,1.8,5.4,0.332,2.9,5.4,0.536,0.517,1.4,1.9,0.746,1.2,4.1,5.3,2.3,0.9,0.7,1.4,2.8,12.6
TyTy Washington Jr.,PG,22,MIL,2,0,3,0.5,1.5,0.333,0.5,1,0.5,0,0.5,0,0.5,0,0,0,0,0.5,0.5,0,0.5,0,1,0,1.5
Yuta Watanabe,SF,29,PHO,26,0,14.3,1.2,3.6,0.344,0.9,2.8,0.315,0.3,0.8,0.45,0.468,0.4,0.6,0.667,0.4,1.3,1.7,0.4,0.3,0.3,0.6,1.3,3.7
Lindy Waters III,SG,26,OKC,15,0,7.5,1.1,2.5,0.421,1,2.4,0.417,0.1,0.1,0.5,0.618,0,0,0,0.1,0.7,0.8,0.7,0,0.1,0.1,0.7,3.1
Trendon Watford,PF,23,BRK,31,0,12.2,2.3,4.4,0.533,0.3,0.9,0.357,2,3.5,0.579,0.57,0.8,0.9,0.828,0.9,1.9,2.9,1.6,0.5,0.2,0.8,1.6,5.7
Peyton Watson,SF,21,DEN,43,2,17.4,2.5,5.4,0.472,0.7,2,0.345,1.8,3.3,0.549,0.537,1,1.4,0.712,0.5,2.1,2.6,0.9,0.5,0.9,0.6,1.6,6.7
Victor Wembanyama,C,20,SAS,38,38,28.5,7.5,16.2,0.465,1.4,4.9,0.294,6.1,11.3,0.54,0.51,3.9,4.8,0.804,2.2,7.8,10.1,2.9,1.1,3.2,3.2,2.3,20.4
Blake Wesley,SG,20,SAS,23,1,10.8,1.6,2.9,0.537,0,0.6,0.071,1.5,2.3,0.66,0.545,0.4,0.9,0.476,0.3,0.8,1.1,2,0.3,0.1,0.5,1.4,3.6
Russell Westbrook,PG,35,LAC,42,10,23.1,4.5,9.7,0.467,0.7,2.3,0.306,3.8,7.4,0.518,0.504,1.5,2.3,0.653,1.5,4.3,5.9,4.7,1.1,0.4,2.2,1.9,11.3
Coby White,PG,23,CHI,45,45,35.6,6.7,14.6,0.46,2.8,7,0.403,3.9,7.6,0.513,0.557,2.5,3.1,0.819,0.5,4.1,4.6,5,0.7,0.3,2.1,2.4,18.8
Derrick White,SG,29,BOS,40,40,32.2,5.5,11.8,0.464,2.7,6.6,0.404,2.8,5.1,0.541,0.578,2.4,2.7,0.896,0.7,3.4,4.1,4.8,1.1,1.2,1.7,2.2,16
Cam Whitmore,SF,19,HOU,20,1,15.5,3.6,7.4,0.483,1.3,3.4,0.388,2.3,4,0.563,0.571,1.1,1.8,0.6,0.5,2.7,3.2,0.3,0.7,0.3,0.7,1.4,9.5
Aaron Wiggins,SG,25,OKC,41,0,12.8,2.2,3.6,0.605,0.6,1.1,0.533,1.6,2.5,0.637,0.687,0.5,0.7,0.759,0.6,1.6,2.2,0.9,0.4,0.1,0.5,1.2,5.5
Andrew Wiggins,SF,28,GSW,37,26,26.4,4.6,10.9,0.42,0.9,3.2,0.286,3.6,7.6,0.477,0.463,1.8,2.6,0.698,1.8,2.4,4.2,1.5,0.3,0.5,1.4,2.3,11.9
Lindell Wigginton,PG,25,MIL,3,0,2.7,0.7,1.7,0.4,0,0.7,0,0.7,1,0.667,0.4,0.7,0.7,1,0,0,0,0,0,0,0.3,0.3,2
Brandon Williams,PG,24,DAL,6,0,5.8,1.2,2.2,0.538,0.3,0.7,0.5,0.8,1.5,0.556,0.615,0.3,1,0.333,0.3,0.5,0.8,1,0.2,0.2,0.3,0.2,3
Grant Williams,PF,25,DAL,40,28,26.2,2.8,6.8,0.411,1.7,4.6,0.364,1.1,2.2,0.512,0.535,0.8,1.1,0.705,1,2.5,3.5,1.7,0.5,0.6,1,2.9,8
Jalen Williams,PF,22,OKC,41,41,32,7.3,13.4,0.543,1.4,3.1,0.444,5.9,10.3,0.572,0.594,2.8,3.4,0.826,0.6,3.6,4.1,4.5,1.1,0.5,1.8,2.7,18.7
Jaylin Williams,C,21,OKC,36,0,11.6,1.3,3.1,0.402,0.8,2,0.37,0.5,1.1,0.462,0.522,0.4,0.4,0.875,0.4,2.6,3,1.3,0.4,0.3,0.4,1.5,3.6
Jeenathan Williams,SG,24,HOU,7,0,7.9,1.4,3.3,0.435,0.1,0.4,0.333,1.3,2.9,0.45,0.457,0.6,0.7,0.8,0.7,0.1,0.9,0.4,0.3,0,0.1,0.7,3.6
Kenrich Williams,PF,29,OKC,33,0,15.1,1.8,3.8,0.472,0.8,2,0.403,1,1.8,0.55,0.579,0.1,0.3,0.3,0.7,2.2,2.9,1.4,0.6,0.2,0.4,1.5,4.5
Mark Williams,C,22,CHO,19,19,26.7,5.2,7.9,0.649,0,0,0,5.2,7.9,0.649,0.649,2.4,3.4,0.719,4,5.7,9.7,1.2,0.8,1.1,0.9,2.6,12.7
Patrick Williams,PF,22,CHI,42,29,27.4,3.7,8.3,0.449,1.4,3.4,0.413,2.3,4.9,0.473,0.533,1.2,1.5,0.781,1.1,2.7,3.8,1.5,1,0.7,1.3,2,10.1
Robert Williams,C,26,POR,6,0,19.8,2.8,4.3,0.654,0,0,0,2.8,4.3,0.654,0.654,1.2,1.5,0.778,1.8,4.5,6.3,0.8,1.2,1.2,1.2,2.8,6.8
Vince Williams Jr.,SG,23,MEM,34,15,24.2,2.5,5.8,0.429,1.5,3.9,0.383,1,1.9,0.524,0.559,1.6,1.9,0.831,1.3,4.1,5.4,2.1,0.8,0.6,1.1,2.4,8
Ziaire Williams,SF,22,MEM,42,9,18.7,2.6,7,0.38,1.1,3.5,0.313,1.5,3.5,0.448,0.459,1.2,1.4,0.831,0.7,2.7,3.4,1.3,0.6,0.2,1.2,1.7,7.5
Zion Williamson,PF,23,NOP,36,36,30.3,8.7,14.8,0.589,0.1,0.3,0.4,8.6,14.5,0.593,0.593,4.4,6.7,0.654,1.8,3.8,5.6,4.8,0.9,0.4,2.5,2.6,21.9
Jalen Wilson,PF,23,BRK,11,0,9.5,1.5,2.9,0.5,0.2,0.7,0.25,1.3,2.2,0.583,0.531,1.4,1.4,1,1.4,0.8,2.2,0.8,0.3,0.1,0.3,0.8,4.5
Dylan Windler,SF,27,TOT,4,0,3,0.5,0.8,0.667,0.5,0.8,0.667,0,0,0,1,0,0,0,0,0.3,0.3,0.5,0,0,0,0.5,1.5
Dylan Windler,SF,27,NYK,3,0,2.3,0.3,0.7,0.5,0.3,0.7,0.5,0,0,0,0.75,0,0,0,0,0.3,0.3,0.3,0,0,0,0.3,1
Dylan Windler,SF,27,LAL,1,0,5,1,1,1,1,1,1,0,0,0,1.5,0,0,0,0,0,0,1,0,0,0,1,3
James Wiseman,C,22,DET,29,0,14.6,2.7,3.9,0.675,0,0.1,0,2.7,3.9,0.688,0.675,0.7,1.2,0.618,1.4,2.7,4.1,0.6,0.1,0.7,0.9,2,6
Christian Wood,PF,28,LAL,39,1,18.6,2.6,5.4,0.476,0.8,2.4,0.326,1.8,3,0.598,0.55,1.4,2,0.679,0.8,4.8,5.6,1.1,0.3,0.8,1.2,1.5,7.3
Delon Wright,PG,31,WAS,22,0,16.7,1.7,4.5,0.374,0.5,1.4,0.367,1.2,3.1,0.377,0.429,1,1.2,0.815,0.5,1.7,2.1,3.1,1.4,0.3,0.5,0.9,4.9
Thaddeus Young,PF,35,TOR,16,3,12.4,1.8,3.3,0.528,0.1,0.3,0.25,1.7,3.1,0.551,0.538,0.3,0.4,0.571,0.9,1.6,2.5,2,0.9,0.1,0.4,1.4,3.8
Trae Young,PG,25,ATL,39,39,36.3,8.3,19.7,0.422,3.3,9,0.364,5,10.6,0.472,0.506,7,8.2,0.858,0.5,2.5,3,10.8,1.4,0.2,4.3,2,26.9
Omer Yurtseven,C,25,UTA,24,6,10.7,1.6,3.2,0.5,0.1,0.6,0.2,1.5,2.5,0.574,0.52,0.3,0.4,0.6,1.5,2.8,4.3,0.5,0.2,0.4,0.9,1.4,3.5
Cody Zeller,C,31,NOP,31,0,8.5,0.6,1.6,0.4,0,0.1,0.333,0.6,1.5,0.404,0.41,0.6,1.1,0.606,1.2,1.6,2.8,1.1,0.2,0.1,0.4,1.2,2
Ivica Zubac,C,26,LAC,38,38,27.1,5.3,8.1,0.655,0,0,0,5.3,8.1,0.655,0.655,1.8,2.8,0.648,3.3,6.5,9.7,1.3,0.2,1.4,1.1,2.9,12.4
